epoch,time,train/box_loss,train/cls_loss,train/dfl_loss,metrics/precision(B),metrics/recall(B),metrics/mAP50(B),metrics/mAP50-95(B),val/box_loss,val/cls_loss,val/dfl_loss,lr/pg0,lr/pg1,lr/pg2
181,779.755,0.31934,0.23259,0.84327,0.90245,0.90842,0.92614,0.69852,0.42326,0.36816,0.74299,0.00013625,0.00013625,0.00013625
182,783.993,0.3165,0.22946,0.84048,0.92244,0.89684,0.93696,0.70273,0.42613,0.37384,0.74547,0.000130062,0.000130062,0.000130062
183,788.499,0.31441,0.23096,0.83997,0.90329,0.91421,0.93069,0.70588,0.41694,0.35284,0.74534,0.000123875,0.000123875,0.000123875
184,792.794,0.31482,0.22796,0.83926,0.91137,0.90884,0.93103,0.71143,0.42094,0.32464,0.74578,0.000117687,0.000117687,0.000117687
185,797.045,0.31707,0.22884,0.83862,0.90595,0.89351,0.92544,0.70283,0.42541,0.3625,0.74797,0.0001115,0.0001115,0.0001115
186,801.548,0.31614,0.23164,0.84183,0.91312,0.88856,0.91705,0.70081,0.42278,0.38036,0.74417,0.000105312,0.000105312,0.000105312
187,805.918,0.31458,0.23318,0.84153,0.91301,0.9012,0.9218,0.69026,0.41549,0.36281,0.74098,9.9125e-05,9.9125e-05,9.9125e-05
188,810.132,0.31512,0.2309,0.84042,0.91402,0.9094,0.92365,0.69854,0.41417,0.33042,0.74163,9.29375e-05,9.29375e-05,9.29375e-05
189,814.345,0.30591,0.223,0.84185,0.90788,0.91153,0.92325,0.70515,0.41158,0.33618,0.74263,8.675e-05,8.675e-05,8.675e-05
190,818.506,0.31205,0.23222,0.83468,0.90836,0.90452,0.92298,0.70179,0.4147,0.34215,0.74276,8.05625e-05,8.05625e-05,8.05625e-05
191,823.949,0.31059,0.25336,0.81702,0.90855,0.91725,0.92378,0.70203,0.42369,0.32163,0.74705,7.4375e-05,7.4375e-05,7.4375e-05
192,828.052,0.31536,0.23326,0.82755,0.89539,0.92309,0.92362,0.69473,0.4218,0.3241,0.7476,6.81875e-05,6.81875e-05,6.81875e-05
193,831.984,0.32258,0.22812,0.83798,0.90793,0.91938,0.9225,0.69673,0.41636,0.32328,0.74568,6.2e-05,6.2e-05,6.2e-05
194,836.039,0.3012,0.2157,0.81734,0.8519,0.95212,0.91678,0.70477,0.4097,0.33133,0.74192,5.58125e-05,5.58125e-05,5.58125e-05
195,840.032,0.31021,0.2225,0.82431,0.8899,0.89742,0.91531,0.69763,0.40987,0.34394,0.74156,4.9625e-05,4.9625e-05,4.9625e-05
196,844.191,0.31005,0.22826,0.81633,0.89414,0.89972,0.91761,0.69593,0.41322,0.36665,0.74265,4.34375e-05,4.34375e-05,4.34375e-05
197,848.125,0.29403,0.21147,0.81432,0.89402,0.88905,0.91664,0.69765,0.41418,0.35363,0.74203,3.725e-05,3.725e-05,3.725e-05
198,852.033,0.29857,0.20149,0.81716,0.91649,0.90281,0.92065,0.69756,0.41641,0.35112,0.74212,3.10625e-05,3.10625e-05,3.10625e-05
199,856.044,0.29689,0.21118,0.81544,0.91345,0.895,0.92004,0.69617,0.4212,0.36491,0.74406,2.4875e-05,2.4875e-05,2.4875e-05
200,860.34,0.30052,0.21097,0.81997,0.91424,0.89551,0.91923,0.69544,0.42235,0.3684,0.74585,1.86875e-05,1.86875e-05,1.86875e-05
